anime_id,title,title_japanese,image_url,type,source,episodes,status,aired_string,duration,rating,score,scored_by,rank,popularity,studio,genre
14059,Kimagure Orange☆Road: Tanabata Special,きまぐれオレンジ★ロード 総集編 七夕スペシャル,https://myanimelist.cdn-dena.com/images/anime/9/38827.jpg,OVA,Manga,1,Finished Airing,"Nov 21, 1987",33 min.,PG-13 - Teens 13 or older,6.78,234,4405.0,8577,Studio Pierrot,Shounen
19117,Toaru Hikuushi e no Koiuta,とある飛空士への恋歌,https://myanimelist.cdn-dena.com/images/anime/2/56939.jpg,TV,Light novel,13,Finished Airing,"Jan 6, 2014 to Mar 31, 2014",24 min. per ep.,PG-13 - Teens 13 or older,7.24,28965,2665.0,1208,TMS Entertainment,"Adventure, Drama, Romance"
35203,Isekai wa Smartphone to Tomo ni.,異世界はスマートフォンとともに。,https://myanimelist.cdn-dena.com/images/anime/7/86794.jpg,TV,Light novel,12,Finished Airing,"Jul 11, 2017 to Sep 26, 2017",24 min. per ep.,PG-13 - Teens 13 or older,6.8,75900,4320.0,550,Production Reed,"Adventure, Harem, Comedy, Magic, Romance, Fantasy"
24123,Kaette Kita Top wo Nerae! Kagaku Kouza,帰ってきた トップをねらえ! 科学講座,https://myanimelist.cdn-dena.com/images/anime/2/62467.jpg,Special,Original,2,Finished Airing,"Feb 24, 2012",5 min. per ep.,G - All Ages,5.58,402,8236.0,7888,Gainax,"Comedy, Mecha, Sci-Fi"
31324,Grisaia no Meikyuu Special,グリザイアの迷宮 特典映像 「滝園バスケ部の生クリームパーティ！」,https://myanimelist.cdn-dena.com/images/anime/2/75328.jpg,Special,Visual novel,1,Finished Airing,"Jul 23, 2015",3 min.,R+ - Mild Nudity,7.47,15892,1724.0,2152,8bit,Ecchi
30016,Nanbaka,ナンバカ,https://myanimelist.cdn-dena.com/images/anime/2/81399.jpg,TV,Web manga,13,Finished Airing,"Oct 5, 2016 to Dec 28, 2016",23 min. per ep.,PG-13 - Teens 13 or older,7.43,49274,1899.0,667,Satelight,"Action, Comedy, Drama"
28883,Hidan no Aria AA,緋弾のアリアAA（ダブルエー）,https://myanimelist.cdn-dena.com/images/anime/12/76700.jpg,TV,Manga,12,Finished Airing,"Oct 6, 2015 to Dec 22, 2015",23 min. per ep.,PG-13 - Teens 13 or older,6.38,20624,6074.0,1417,Doga Kobo,"Action, School, Shoujo Ai"
5670,GA: Geijutsuka Art Design Class,GA 芸術科アートデザインクラス,https://myanimelist.cdn-dena.com/images/anime/7/56975.jpg,TV,4-koma manga,12,Finished Airing,"Jul 7, 2009 to Sep 22, 2009",24 min. per ep.,PG-13 - Teens 13 or older,7.2,4808,2809.0,3106,AIC Plus+,"Slice of Life, Comedy, School, Seinen"
4151,Blade of the Immortal,無限の住人,https://myanimelist.cdn-dena.com/images/anime/2/74074.jpg,TV,Manga,13,Finished Airing,"Jul 14, 2008 to Dec 29, 2008",24 min. per ep.,R - 17+ (violence & profanity),6.9,17251,3899.0,1727,Production I.G,"Action, Adventure, Historical, Samurai, Supernatural"
1782,Hyakki,百鬼,https://myanimelist.cdn-dena.com/images/anime/13/62725.jpg,OVA,Visual novel,3,Finished Airing,"Mar 28, 2003 to Sep 26, 2003",26 min. per ep.,Rx - Hentai,5.81,488,,7204,Arms,"Hentai, Horror"
34851,Kaibutsu Gakushou,怪物学抄,https://myanimelist.cdn-dena.com/images/anime/13/84097.jpg,Movie,Original,1,Finished Airing,"Nov, 2016",6 min.,G - All Ages,5.67,9,10696.0,12669,"Yamamura Animation, Inc.",Dementia
25457,Avengers Confidential: Black Widow to Punisher,アベンジャーズ コンフィデンシャル: ブラックウィドウとパニッシャー,https://myanimelist.cdn-dena.com/images/anime/10/66947.jpg,Movie,Other,1,Finished Airing,"Mar 11, 2014",1 hr. 22 min.,PG-13 - Teens 13 or older,6.48,1386,5670.0,6181,Madhouse,"Action, Sci-Fi, Seinen"
378,eX-Driver the Movie,エクスドライバー the Movie,https://myanimelist.cdn-dena.com/images/anime/13/26195.jpg,Movie,Original,1,Finished Airing,"Apr 20, 2002",1 hr. 2 min.,PG-13 - Teens 13 or older,6.77,1663,4440.0,5748,Actas,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen"
34864,"Wake Up, Girl Zoo! Taiwan de Go!",うぇいくあっぷがーるZOO！ 台湾でGO！,https://myanimelist.cdn-dena.com/images/anime/13/86443.jpg,Special,Original,1,Finished Airing,"Feb 4, 2017",1 min.,G - All Ages,5.65,101,8113.0,10139,Karasfilms,Comedy
34966,Jigoku Shoujo: Yoi no Togi,地獄少女 宵伽,https://myanimelist.cdn-dena.com/images/anime/1110/92117.jpg,TV,Original,6,Finished Airing,"Jul 15, 2017 to Aug 19, 2017",23 min. per ep.,R - 17+ (violence & profanity),6.6,8312,5212.0,2107,Studio Deen,"Horror, Mystery, Psychological, Supernatural"
6509,Kiteretsu Daihyakka,キテレツ大百科,https://myanimelist.cdn-dena.com/images/anime/2/14860.jpg,TV,Manga,331,Finished Airing,"Mar 27, 1988 to Jun 9, 1996",25 min. per ep.,PG - Children,6.63,709,5070.0,7295,Studio Gallop,"Comedy, Drama, Kids, Slice of Life"
34721,Samuroid Zero,SAMUROID ZERO,https://myanimelist.cdn-dena.com/images/anime/1633/90869.jpg,Special,Original,1,Finished Airing,2005,2 min.,PG-13 - Teens 13 or older,4.9,72,9125.0,11974,Polygon Pictures,"Action, Samurai"
9506,Prism Magical: Prism Generations!,プリズム☆ま～じカル PRISM Generations!,https://myanimelist.cdn-dena.com/images/anime/2/26282.jpg,OVA,Visual novel,1,Finished Airing,"Aug 27, 2010",16 min.,R+ - Mild Nudity,5.2,885,8838.0,6825,Asahi Production,"Comedy, Ecchi, Magic"
22135,Ping Pong The Animation,ピンポン THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/10/58041.jpg,TV,Manga,11,Finished Airing,"Apr 11, 2014 to Jun 20, 2014",23 min. per ep.,PG-13 - Teens 13 or older,8.65,72887,58.0,563,Tatsunoko Production,"Sports, Psychological, Drama, Seinen"
34628,Taka no Tsume x Hello Kitty ga Masaka no Collab!,鷹の爪×HELLO KITTYがまさかのコラボ！,https://myanimelist.cdn-dena.com/images/anime/12/83543.jpg,ONA,Original,1,Finished Airing,"Jun 28, 2012",1 min.,G - All Ages,3.19,21,12340.0,13438,DLE,Comedy
33314,Digimon Universe: Appli Monsters,デジモンユニバース アプリモンスターズ,https://myanimelist.cdn-dena.com/images/anime/7/84900.jpg,TV,Original,52,Finished Airing,"Oct 1, 2016 to Sep 30, 2017",24 min. per ep.,PG - Children,6.78,1718,4389.0,4251,Toei Animation,"Action, Sci-Fi, Adventure, Comedy, Kids, Fantasy"
19489,Little Witch Academia: Mahoujikake no Parade,リトルウィッチアカデミア 魔法仕掛けのパレード,https://myanimelist.cdn-dena.com/images/anime/12/75752.jpg,Movie,Original,1,Finished Airing,"Oct 9, 2015",53 min.,PG - Children,7.89,59413,718.0,859,Trigger,"Adventure, Comedy, Magic, Fantasy, School"
28791,Gunslinger Stratos: The Animation,ガンスリンガー ストラトス -THE ANIMATION-,https://myanimelist.cdn-dena.com/images/anime/2/73120.jpg,TV,Game,12,Finished Airing,"Apr 4, 2015 to Jun 20, 2015",23 min. per ep.,PG-13 - Teens 13 or older,6.18,23284,6834.0,1422,A-1 Pictures,"Action, Sci-Fi"
9220,Seikimatsu Occult Gakuin Specials,世紀末オカルト学院,https://myanimelist.cdn-dena.com/images/anime/3/25576.jpg,Special,Original,4,Finished Airing,"Oct 27, 2010 to Jan 26, 2011",4 min. per ep.,R - 17+ (violence & profanity),6.57,3826,5344.0,3971,A-1 Pictures,"Comedy, Supernatural, School"
12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,テイルズ オブ シンフォニア THE ANIMATION 世界統合編,https://myanimelist.cdn-dena.com/images/anime/10/35705.jpg,Special,Game,3,Finished Airing,"Nov 23, 2011 to Oct 24, 2012",6 min. per ep.,G - All Ages,7.15,1559,3015.0,5076,ufotable,Comedy
33037,Tsukiuta. The Animation,ツキウタ。 THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/8/80936.jpg,TV,Music,13,Finished Airing,"Jul 6, 2016 to Sep 28, 2016",24 min. per ep.,PG-13 - Teens 13 or older,7.04,4247,3434.0,2987,Studio Pierrot,Music
22071,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,未確認で進行形 「見て。あれが私たちの泊まっている旅館よ。」,https://myanimelist.cdn-dena.com/images/anime/10/76811.jpg,Special,4-koma manga,1,Finished Airing,"Mar 19, 2014",12 min.,PG-13 - Teens 13 or older,7.11,14270,3175.0,2319,Doga Kobo,"Comedy, Romance, Slice of Life"
32402,Mim Mam Mint,ミムマムミント,https://myanimelist.cdn-dena.com/images/anime/12/77757.jpg,TV,Original,4,Finished Airing,"Dec 24, 2015 to Mar 25, 2016",Unknown,G - All Ages,3.58,12,11251.0,10529,Kachidoki Studio,Comedy
7110,Shounen Maid Kuuro-kun: Tenshi no Uta,少年メイドクーロ君 ~天使の歌~,https://myanimelist.cdn-dena.com/images/anime/2/26314.jpg,OVA,Manga,1,Finished Airing,"Sep 23, 2010",35 min.,Rx - Hentai,5.76,6265,,3329,Natural High,"Hentai, Yaoi"
34321,Fate/Grand Order: First Order,Fate/Grand Order -First Order-,https://myanimelist.cdn-dena.com/images/anime/6/82651.jpg,Special,Game,1,Finished Airing,"Dec 31, 2016",1 hr. 14 min.,PG-13 - Teens 13 or older,6.97,39215,3668.0,1190,Lay-duce,"Action, Supernatural, Magic, Fantasy"
28853,Pokemon: Pikachu to Pokemon Ongakutai,ポケモン・ザ・ムービーXY『ピカチュウとポケモンおんがくたい』,https://myanimelist.cdn-dena.com/images/anime/6/71600.jpg,Movie,Game,1,Finished Airing,"Jul 18, 2015",15 min.,PG - Children,6.32,791,6319.0,6536,OLM,"Adventure, Fantasy, Kids"
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,俺の妹がこんなに可愛いわけがない。,https://myanimelist.cdn-dena.com/images/anime/9/51167.jpg,ONA,Light novel,3,Finished Airing,"Aug 18, 2013",24 min. per ep.,PG-13 - Teens 13 or older,6.56,60174,5388.0,936,A-1 Pictures,"Slice of Life, Comedy, Romance"
4062,Musashi no Ken,六三四の剣,https://myanimelist.cdn-dena.com/images/anime/5/22398.jpg,TV,Manga,72,Finished Airing,"Apr 18, 1985 to Sep 26, 1986",20 min. per ep.,G - All Ages,7.35,240,2246.0,7743,Eiken,"Shounen, Sports"
9539,Cardfight!! Vanguard,カードファイト!! ヴァンガード,https://myanimelist.cdn-dena.com/images/anime/11/41625.jpg,TV,Original,65,Finished Airing,"Jan 8, 2011 to Mar 31, 2012",24 min. per ep.,PG-13 - Teens 13 or older,7.2,13016,2799.0,2077,TMS Entertainment,"Action, Adventure, Demons, Game, Shounen"
35298,Ramen Daisuki Koizumi-san,ラーメン大好き小泉さん,https://myanimelist.cdn-dena.com/images/anime/5/89876.jpg,TV,Manga,12,Finished Airing,"Jan 4, 2018 to Mar 22, 2018",22 min. per ep.,PG-13 - Teens 13 or older,6.5,9524,5618.0,2047,"Studio Gokumi, AXsiZ","Slice of Life, Comedy"
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,いぬかみっ! THE MOVIE 特命霊的捜査官・仮名史郎っ!,https://myanimelist.cdn-dena.com/images/anime/1/2268.jpg,Movie,Light novel,1,Finished Airing,"Apr 21, 2007",26 min.,PG-13 - Teens 13 or older,7.14,7279,3040.0,3171,Seven Arcs,"Comedy, Supernatural, Magic, Romance, Ecchi"
4163,Seto no Hanayome OVA,瀬戸の花嫁 OVA,https://myanimelist.cdn-dena.com/images/anime/6/22426.jpg,OVA,Manga,2,Finished Airing,"Nov 3, 2008 to Jan 5, 2009",30 min. per ep.,PG-13 - Teens 13 or older,7.98,21309,584.0,1859,Gonzo,"Comedy, Parody, Romance, School"
11266,Ao no Exorcist: Kuro no Iede,青の祓魔師(エクソシスト) クロの家出,https://myanimelist.cdn-dena.com/images/anime/11/73495.jpg,Special,Manga,1,Finished Airing,"Oct 26, 2011",24 min.,PG-13 - Teens 13 or older,7.41,41864,1961.0,1050,A-1 Pictures,"Action, Demons, Fantasy, Shounen, Supernatural"
33531,Juushinki Pandora,重神機パンドーラ,https://myanimelist.cdn-dena.com/images/anime/1901/90499.jpg,TV,Original,0,Currently Airing,"Mar 29, 2018 to ?",23 min.,PG-13 - Teens 13 or older,5.9,1208,7563.0,3173,Satelight,"Sci-Fi, Mecha"
12531,Sakamichi no Apollon,坂道のアポロン,https://myanimelist.cdn-dena.com/images/anime/12/79781.jpg,TV,Manga,12,Finished Airing,"Apr 13, 2012 to Jun 29, 2012",22 min. per ep.,PG-13 - Teens 13 or older,8.44,93986,145.0,390,"Tezuka Productions, MAPPA","Drama, Josei, Music, Romance, School"
1810,Kyoushirou to Towa no Sora,京四郎と永遠（とわ）の空,https://myanimelist.cdn-dena.com/images/anime/7/20958.jpg,TV,Manga,12,Finished Airing,"Jan 5, 2007 to Mar 23, 2007",24 min. per ep.,PG-13 - Teens 13 or older,6.61,11084,5160.0,2015,TNK,"Drama, Magic, Romance, Shounen"
1947,Kikou Sennyo Rouran,奇鋼仙女ロウラン,https://myanimelist.cdn-dena.com/images/anime/5/22629.jpg,TV,Original,28,Finished Airing,"Nov 15, 2002 to May 30, 2003",12 min. per ep.,PG-13 - Teens 13 or older,5.97,228,7420.0,7811,Zexcs,"Action, Fantasy, Mecha"
20159,Pokemon: The Origin,ポケットモンスター THE ORIGIN,https://myanimelist.cdn-dena.com/images/anime/7/53701.jpg,Special,Game,4,Finished Airing,"Oct 2, 2013",21 min. per ep.,PG - Children,7.89,81373,723.0,728,"Production I.G, Xebec, OLM","Action, Adventure, Comedy, Fantasy, Kids"
2061,Gall Force 2: Destruction,ガルフォース2 ディストラクション,https://myanimelist.cdn-dena.com/images/anime/12/26520.jpg,OVA,Original,1,Finished Airing,"Nov 21, 1987",50 min.,R+ - Mild Nudity,6.55,855,5403.0,7150,"AIC, Artmic, Animate Film","Action, Military, Sci-Fi, Space"
33763,Yong Zhe Da Mao Xian 2nd Season,勇者大冒险第二季,https://myanimelist.cdn-dena.com/images/anime/6/81278.jpg,ONA,Original,26,Finished Airing,"Mar 25, 2016 to Oct 14, 2016",15 min. per ep.,PG-13 - Teens 13 or older,6.45,11,12769.0,11936,CG Year,"Adventure, Fantasy"
1412,Lupin III,ルパン三世,https://myanimelist.cdn-dena.com/images/anime/10/15625.jpg,TV,Manga,23,Finished Airing,"Oct 24, 1971 to Mar 26, 1972",25 min. per ep.,PG-13 - Teens 13 or older,7.73,15329,1043.0,1595,Tokyo Movie Shinsha,"Action, Adventure, Comedy, Seinen"
2867,Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,姉汁 THE ANIMATION～白川三姉妹におまかせ～,https://myanimelist.cdn-dena.com/images/anime/6/53461.jpg,OVA,Visual novel,2,Finished Airing,"Dec 22, 2006 to Mar 23, 2007",30 min. per ep.,Rx - Hentai,7.13,4053,,3688,T-Rex,Hentai
36108,Takunomi.,たくのみ。,https://myanimelist.cdn-dena.com/images/anime/10/90091.jpg,TV,Manga,12,Finished Airing,"Jan 12, 2018 to Mar 30, 2018",12 min. per ep.,PG-13 - Teens 13 or older,6.39,6112,6052.0,2405,Production IMS,"Comedy, Slice of Life"
2983,Digital Devil Story: Megami Tensei,デジタル・デビル物語〈ストーリ〉 女神転生,https://myanimelist.cdn-dena.com/images/anime/2/52499.jpg,OVA,Light novel,1,Finished Airing,"Mar 25, 1987",45 min.,R - 17+ (violence & profanity),5.33,1877,8632.0,5497,Animate Film,"Adventure, Mystery, Horror, Demons, Psychological, Supernatural, Drama, Fantasy, School"
1879,Midnight Eye: Gokuu,MIDNIGHT EYE　ゴクウ,https://myanimelist.cdn-dena.com/images/anime/1/1879.jpg,OVA,Manga,1,Finished Airing,"Jan 27, 1989",50 min.,R+ - Mild Nudity,6.52,1644,5520.0,5343,Madhouse,"Action, Sci-Fi, Mystery, Seinen"
7578,Gokinjo Monogatari the Movie,ご近所物語 (1996),https://myanimelist.cdn-dena.com/images/anime/11/21012.jpg,Movie,Original,1,Finished Airing,"Mar 2, 1996",30 min.,G - All Ages,6.55,462,5405.0,7302,Toei Animation,"Comedy, Drama, Romance"
287,Grappler Baki (TV),グラップラー刃牙,https://myanimelist.cdn-dena.com/images/anime/3/7604.jpg,TV,Manga,24,Finished Airing,"Jan 9, 2001 to Jun 26, 2001",25 min. per ep.,PG-13 - Teens 13 or older,7.42,15617,1932.0,2053,Group TAC,"Action, Sports, Martial Arts, Shounen"
20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,幻影ヲ駆ケル太陽 踏み込めない心,https://myanimelist.cdn-dena.com/images/anime/5/53747.jpg,Special,Original,1,Finished Airing,"Nov 16, 2013",24 min.,R - 17+ (violence & profanity),6.34,2433,6218.0,4768,AIC,Magic
4725,Ga-Rei: Zero,喰霊–零–,https://myanimelist.cdn-dena.com/images/anime/9/11355.jpg,TV,Manga,12,Finished Airing,"Oct 6, 2008 to Dec 22, 2008",23 min. per ep.,R - 17+ (violence & profanity),7.72,74149,1058.0,470,"AIC Spirits, Asread","Action, Super Power, Supernatural, Thriller"
32548,Imawa no Kuni no Alice,今際の国のアリス,https://myanimelist.cdn-dena.com/images/anime/11/78142.jpg,ONA,Manga,1,Finished Airing,"Jul 9, 2013",30 sec.,PG-13 - Teens 13 or older,6.3,518,6389.0,7348,Production I.G,Action
34055,Berserk 2nd Season,ベルセルク,https://myanimelist.cdn-dena.com/images/anime/12/85296.jpg,TV,Manga,12,Finished Airing,"Apr 7, 2017 to Jun 23, 2017",24 min. per ep.,R - 17+ (violence & profanity),7.09,34287,3224.0,1159,"Millepensee, GEMBA","Action, Adventure, Demons, Drama, Fantasy, Horror, Magic, Military, Romance, Supernatural"
10572,Ro-Kyu-Bu!,ロウきゅーぶ!,https://myanimelist.cdn-dena.com/images/anime/11/32643.jpg,TV,Light novel,12,Finished Airing,"Jul 1, 2011 to Sep 23, 2011",24 min. per ep.,PG-13 - Teens 13 or older,6.98,25460,3651.0,1385,"Barnum Studio, Project No.9, Studio Blanc","Ecchi, Sports, Comedy, School"
3919,Shimaizuma: Shimaizuma 3 The Animation,仕舞妻[しまいづま]～姉妹妻3～ The Animation,https://myanimelist.cdn-dena.com/images/anime/4/41675.jpg,OVA,Visual novel,2,Finished Airing,"Sep 25, 2007 to Nov 25, 2007",28 min. per ep.,Rx - Hentai,6.89,1194,,5878,Studio Jam,Hentai
26011,Super Backkom,슈퍼빼꼼,https://myanimelist.cdn-dena.com/images/anime/4/65799.jpg,Special,Original,1,Finished Airing,2008,7 min.,G - All Ages,5.87,82,7654.0,11724,RG Animation Studios,"Comedy, Kids, Super Power"
5689,Eien no Filena,永遠のフィレーナ,https://myanimelist.cdn-dena.com/images/anime/12/11803.jpg,OVA,Light novel,6,Finished Airing,"Dec 21, 1992 to Feb 25, 1993",27 min. per ep.,R - 17+ (violence & profanity),5.92,135,7516.0,9254,Studio Pierrot,"Adventure, Drama, Fantasy"
81,Mobile Suit Gundam: The 08th MS Team,機動戦士ガンダム 第08MS小隊,https://myanimelist.cdn-dena.com/images/anime/9/75618.jpg,OVA,Original,12,Finished Airing,"Jan 25, 1996 to Jul 25, 1999",24 min. per ep.,PG-13 - Teens 13 or older,8.1,24855,438.0,1668,Sunrise,"Military, Sci-Fi, Adventure, Drama, Romance, Mecha"
2123,Digimon X-Evolution,デジタルモンスター ゼヴォリューション,https://myanimelist.cdn-dena.com/images/anime/6/30284.jpg,Movie,Original,1,Finished Airing,"Jan 3, 2005",1 hr. 20 min.,PG - Children,7.25,7888,2603.0,3116,Toei Animation,"Action, Adventure, Fantasy, Sci-Fi"
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,マジンカイザー　死闘！暗黒大将軍,https://myanimelist.cdn-dena.com/images/anime/5/51795.jpg,OVA,Manga,1,Finished Airing,"Jul 25, 2003",56 min.,R - 17+ (violence & profanity),7.29,1429,2465.0,6148,Brain&#039;s Base,"Action, Mecha"
7651,Ningen Shikkaku: Director&#039;s Cut-ban,人間失格 ディレクターズカット版,https://myanimelist.cdn-dena.com/images/anime/6/24794.jpg,Movie,Novel,1,Finished Airing,"Dec 12, 2009",1 hr. 29 min.,R - 17+ (violence & profanity),7.58,919,1412.0,4758,Madhouse,"Drama, Historical, Psychological, Seinen"
34839,Sanrio Danshi,サンリオ男子,https://myanimelist.cdn-dena.com/images/anime/13/89890.jpg,TV,Original,12,Finished Airing,"Jan 6, 2018 to Mar 24, 2018",24 min. per ep.,PG-13 - Teens 13 or older,6.68,5338,4858.0,2553,Studio Pierrot,"Slice of Life, School"
32023,Bubuki Buranki,ブブキ・ブランキ,https://myanimelist.cdn-dena.com/images/anime/7/79758.jpg,TV,Original,12,Finished Airing,"Jan 9, 2016 to Mar 26, 2016",24 min. per ep.,PG-13 - Teens 13 or older,6.4,19194,5984.0,1406,SANZIGEN,"Action, Sci-Fi, Drama, Mecha"
36775,Wo Shi Jiang Xiaobai,我是江小白,https://myanimelist.cdn-dena.com/images/anime/10/88926.jpg,ONA,Original,12,Finished Airing,"Nov 9, 2017 to Jan 24, 2018",20 min. per ep.,PG-13 - Teens 13 or older,7.26,361,2595.0,6297,2:10 Animation,"Slice of Life, Drama, Romance"
10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,バカとテストと召喚獣SPINOUT! それが僕らの日常。遠征中,https://myanimelist.cdn-dena.com/images/anime/7/60855.jpg,Special,Light novel,6,Finished Airing,"Sep 21, 2011 to Feb 22, 2012",5 min. per ep.,PG-13 - Teens 13 or older,7.36,9586,2173.0,2378,Silver Link.,"Comedy, Romance, School, Super Power"
12991,Katte ni Kaizou Specials,かってに改蔵,https://myanimelist.cdn-dena.com/images/anime/11/36477.jpg,Special,Manga,3,Finished Airing,"May 25, 2011 to Oct 26, 2011",7 min. per ep.,R+ - Mild Nudity,6.66,423,4933.0,6761,Shaft,"Comedy, Parody, School, Sci-Fi, Shounen"
448,Tenjou Tenge: The Ultimate Fight,天上天下ULTIMATE FIGHT,https://myanimelist.cdn-dena.com/images/anime/11/7362.jpg,OVA,Manga,2,Finished Airing,"Mar 16, 2005",24 min. per ep.,R - 17+ (violence & profanity),7.15,18992,3016.0,2018,Madhouse,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural"
837,Kyou no 5 no 2,今日の５の２,https://myanimelist.cdn-dena.com/images/anime/6/42631.jpg,OVA,Manga,4,Finished Airing,"Mar 24, 2006 to Mar 21, 2007",29 min. per ep.,PG-13 - Teens 13 or older,7.29,12399,2462.0,2391,Shinkuukan,"Comedy, Ecchi, School, Seinen"
4494,Enyoku,艶欲 - ゑんよく,https://myanimelist.cdn-dena.com/images/anime/5/25005.jpg,OVA,Manga,1,Finished Airing,"Apr 25, 2007",30 min.,Rx - Hentai,6.18,961,,6536,Studio Jam,Hentai
2325,Angel Blade Punish!,エンジェルブレイドパニッシュ！,https://myanimelist.cdn-dena.com/images/anime/5/3662.jpg,OVA,Original,3,Finished Airing,"Dec 29, 2004 to Sep 9, 2005",30 min. per ep.,Rx - Hentai,6.52,2133,,4986,Asahi Production,"Adventure, Hentai, Magic, Sci-Fi"
3433,Go-Q-Choji Ikkiman,剛Q超児イッキマン,https://myanimelist.cdn-dena.com/images/anime/9/63019.jpg,TV,Manga,32,Finished Airing,"Apr 13, 1986 to Nov 23, 1986",24 min. per ep.,G - All Ages,6.6,116,5198.0,9901,Toei Animation,"Sci-Fi, Sports"
348,Binzume Yousei,瓶詰妖精,https://myanimelist.cdn-dena.com/images/anime/3/16917.jpg,TV,Original,13,Finished Airing,"Oct 3, 2003 to Dec 26, 2003",13 min. per ep.,G - All Ages,6.52,6020,5505.0,3175,Xebec,"Comedy, Fantasy, Magic, Slice of Life"
2730,1+2=Paradise,１＋２＝パラダイス,https://myanimelist.cdn-dena.com/images/anime/2/3679.jpg,OVA,Manga,2,Finished Airing,"Feb 23, 1990 to Apr 27, 1990",28 min. per ep.,R+ - Mild Nudity,5.14,2383,8900.0,4906,J.C.Staff,"Comedy, Ecchi, Harem, Romance, Seinen"
34016,Hatsukoi Monster OVA,初恋モンスター,https://myanimelist.cdn-dena.com/images/anime/2/81905.jpg,OVA,Manga,1,Finished Airing,"Feb 7, 2017",23 min.,PG-13 - Teens 13 or older,6.48,424,5680.0,4948,Studio Deen,"Comedy, Romance, School, Shoujo"
22055,Gakkou no Kaidan Recaps,学校の怪談　総集編,https://myanimelist.cdn-dena.com/images/anime/12/78468.jpg,Special,Original,2,Finished Airing,"Nov 15, 2000 to Jan 3, 2001",25 min. per ep.,PG-13 - Teens 13 or older,6.18,243,6832.0,8474,Studio Pierrot,"Horror, Mystery, Supernatural"
31754,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,青春×機関銃 獣たちの戦場,https://myanimelist.cdn-dena.com/images/anime/8/76478.jpg,Special,Manga,1,Finished Airing,"Dec 25, 2015",24 min.,PG-13 - Teens 13 or older,7.33,11532,2296.0,2552,Brain&#039;s Base,"Action, Comedy, Shounen"
17205,Cowboy Bebop: Ein no Natsuyasumi,アインのなつやすみ,https://myanimelist.cdn-dena.com/images/anime/4/45947.jpg,Special,Original,1,Finished Airing,"Dec 21, 2012",1 min.,G - All Ages,6.29,5550,6429.0,3259,Sunrise,Adventure
35883,Cinderella Girls Gekijou 2nd Season,シンデレラガールズ劇場 第2期,https://myanimelist.cdn-dena.com/images/anime/6/89788.jpg,TV,4-koma manga,13,Finished Airing,"Oct 3, 2017 to Dec 26, 2017",3 min. per ep.,PG-13 - Teens 13 or older,6.7,1729,4745.0,4970,Gathering,"Slice of Life, Comedy"
30015,ReLIFE,ReLIFE,https://myanimelist.cdn-dena.com/images/anime/3/82149.jpg,TV,Web manga,13,Finished Airing,"Jul 2, 2016 to Sep 24, 2016",23 min. per ep.,PG-13 - Teens 13 or older,8.14,218273,387.0,126,TMS Entertainment,"Slice of Life, Romance, School"
3972,Yu☆Gi☆Oh! 5D&#039;s,遊☆戯☆王5D&#039;s（ファイブディーズ）,https://myanimelist.cdn-dena.com/images/anime/9/83403.jpg,TV,Manga,154,Finished Airing,"Apr 2, 2008 to Mar 30, 2011",24 min. per ep.,PG-13 - Teens 13 or older,7.51,32999,1623.0,1268,Studio Gallop,"Action, Game, Shounen"
35997,Märchen Mädchen,メルヘン・メドヘン,https://myanimelist.cdn-dena.com/images/anime/8/90088.jpg,TV,Light novel,10,Finished Airing,"Jan 11, 2018 to Mar 29, 2018",23 min. per ep.,PG-13 - Teens 13 or older,5.49,6561,8385.0,2349,Hoods Entertainment,"Magic, Fantasy, School"
2933,Mirai Keisatsu Urashiman,未来警察ウラシマン,https://myanimelist.cdn-dena.com/images/anime/1605/91989.jpg,TV,Manga,50,Finished Airing,"Jan 9, 1983 to Dec 24, 1983",23 min. per ep.,PG-13 - Teens 13 or older,6.83,228,4200.0,8181,Tatsunoko Production,"Action, Sci-Fi, Comedy, Police"
3576,Kodai Ouja Kyouryuu King,古代王者 恐竜キング Ｄキッズアドベンチャー,https://myanimelist.cdn-dena.com/images/anime/10/75397.jpg,TV,Game,49,Finished Airing,"Feb 4, 2007 to Jan 27, 2008",25 min. per ep.,PG - Children,6.11,3907,7057.0,4217,Sunrise,"Adventure, Kids, Fantasy"
3503,Kanokon,かのこん,https://myanimelist.cdn-dena.com/images/anime/11/9490.jpg,TV,Light novel,12,Finished Airing,"Apr 5, 2008 to Jun 21, 2008",24 min. per ep.,R+ - Mild Nudity,6.65,78225,4972.0,521,Xebec,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural"
